epoch,dense_3_acc,dense_3_loss,dense_4_acc,dense_4_loss,dense_5_acc,dense_5_loss,dense_6_acc,dense_6_loss,dense_7_acc,dense_7_loss,loss,val_dense_3_acc,val_dense_3_loss,val_dense_4_acc,val_dense_4_loss,val_dense_5_acc,val_dense_5_loss,val_dense_6_acc,val_dense_6_loss,val_dense_7_acc,val_dense_7_loss,val_loss
0,0.7625116274453873,0.8647761118504428,0.7411472868398121,1.0169016780086266,0.6461085273862578,1.5110913577467897,0.5413023266334867,2.0390589066254075,0.3769302321200858,3.2270945467690164,8.658922613129135,0.9526956496031388,0.17583205065001611,0.953391300595325,0.22550101902173914,0.9060869579729827,0.41967025528783386,0.8351304349691971,0.7117690418077551,0.6339130427526392,1.77319482098455,3.30596719617429
1,0.9681240306344143,0.11557099686632323,0.9632248032924741,0.14153162046342857,0.9256744199945021,0.28975958342469016,0.8782945728117182,0.4888020532075749,0.7164651160092317,1.2530263745507528,2.288690629855607,0.9867826026418934,0.05506623892680458,0.9817391374836797,0.07020323845031469,0.9549565159756205,0.1835600733757019,0.92313043449236,0.31605627225792926,0.7881739139556885,0.9513177353402843,1.5762035483899324
2,0.9842170550841693,0.05600915668719961,0.9817364368327829,0.06746734195035095,0.9565581369769666,0.1601822118657504,0.9252403073532637,0.2837429761655571,0.8023565901342289,0.8071281632711721,1.3745298556579175,0.9909565137780231,0.035301980461277395,0.9888695633929708,0.04397577622338482,0.9683478163636249,0.12120285808392194,0.9455652133278225,0.21418895928756052,0.8460869555887969,0.6686688907768416,1.0833384679711384
3,0.9875658907631572,0.04495614886558218,0.98641860207846,0.0509240905530462,0.9655503861663878,0.12118356900159703,0.9412713180216707,0.21752713268348414,0.8412403122399205,0.6238705081533092,1.05846144339835,0.9944347739219666,0.028319640530516273,0.9909565137780231,0.03498675884759944,0.9760000031927357,0.09390760002576787,0.9547826051712036,0.16958040225764978,0.8573913055917491,0.5724097386650417,0.89920414271562
4,0.9908216983772987,0.032561925470886766,0.9885891454164372,0.040943044133108945,0.9723100796226383,0.0975457644162252,0.9523410847944807,0.17888285699047785,0.8622325557146886,0.5167121854863426,0.866645778334418,0.993565206942351,0.026475051630531318,0.9926956451457479,0.02912682300919424,0.9793043603067813,0.0796015304715737,0.9594782564951025,0.15198174021814181,0.87721739385439,0.48300582040911133,0.7701909671659055
5,0.9910697613575662,0.02954147730019059,0.9899844896885776,0.03345213610996572,0.977085273395213,0.08445308885948602,0.9592558117799981,0.15265721865287124,0.8768992234570111,0.4561169394689013,0.7562208612297856,0.9947825981223065,0.02285290464920842,0.9932173801505048,0.028422503894113976,0.9810434838999873,0.06781183474737665,0.9631304300349691,0.13668457094741904,0.8944347837696904,0.41381295997163525,0.6695847783399664
6,0.9918759599212528,0.028138235381031915,0.9899844896885776,0.03433931210663083,0.9792558148849843,0.07413649845637324,0.9604341055071631,0.14309988026471102,0.8837209283843521,0.4281944158927415,0.7079083438991576,0.9956521651019221,0.016985447814121195,0.993565206942351,0.021769392344614735,0.9791304417278456,0.06693558192447475,0.9690434777218363,0.12070152552231499,0.8940869543863379,0.3970843002848003,0.6234762513119242
7,0.9930232481438984,0.024166893342134448,0.9927441768868025,0.026507314612237057,0.9802170548328134,0.07001146126913932,0.9648992252904315,0.13233587948619857,0.8927441876988078,0.3909732787184013,0.6439948317616485,0.9963478212771208,0.013885904791886393,0.9959999918937683,0.015733040221359417,0.9841739146605782,0.06483440392691156,0.9690434803133425,0.11536405786224034,0.904695653397104,0.3542294521694598,0.5640468584454578
8,0.9935193717941757,0.021623007929703408,0.9928372007931849,0.023805430985611768,0.9821705490119698,0.0622584144837519,0.9671317833338597,0.1218226519954759,0.8995658926261488,0.3636492349842722,0.5931587401748628,0.994956514109736,0.020832290381962514,0.995130427505659,0.02211554085775076,0.9857391274493673,0.05469494782712148,0.9739130450331647,0.10180724266430606,0.9033043462297191,0.3556797323019608,0.5551297535067019
9,0.9943565809449484,0.02051753608434093,0.9931162697400233,0.023682053031241015,0.982604652412178,0.06094282644605914,0.9673178288363671,0.1161553981432388,0.9055813985277515,0.34277375550695166,0.5640715697939082,0.9947826007138127,0.0239768377176243,0.9951304249141527,0.022385748083014852,0.9852173898531043,0.06022557648627654,0.9742608744165172,0.10473306428479112,0.9099130397257598,0.3270022493341695,0.5383234710797019
10,0.9940465041833331,0.021236050409235985,0.9930852642355039,0.024457438330909655,0.9832558146742887,0.05893959185873815,0.9686511639476747,0.11217009440757507,0.9063255819239358,0.3292285151952921,0.5460316889969877,0.9939130363257035,0.024016223771943023,0.9928695637246837,0.025878551466714427,0.9838260826857194,0.05868133947091258,0.9732173940409785,0.10510617073463357,0.9092173913250798,0.3270202343878539,0.5407025256882543
11,0.995627899502599,0.015656368207735145,0.9945426259854043,0.019007909766853202,0.9862635643907296,0.04937875677304444,0.9742635691812797,0.09611511538021786,0.9119689926620602,0.3084608433089515,0.4886189955611562,0.9958260784978452,0.018378267818859415,0.9958260810893514,0.017854622652521357,0.9853913006575211,0.05132001772037019,0.9740869584290878,0.09588274716035179,0.9123478246771771,0.3177434102348659,0.5011790705763776
