epoch,dense_3_acc,dense_3_loss,dense_4_acc,dense_4_loss,dense_5_acc,dense_5_loss,dense_6_acc,dense_6_loss,dense_7_acc,dense_7_loss,loss,val_dense_3_acc,val_dense_3_loss,val_dense_4_acc,val_dense_4_loss,val_dense_5_acc,val_dense_5_loss,val_dense_6_acc,val_dense_6_loss,val_dense_7_acc,val_dense_7_loss,val_loss
0,0.998669732783548,0.0074488056559451725,0.9977461828733438,0.011832523353708288,0.9769724751466641,0.0792934347616241,0.9701804276270969,0.10592912447379635,0.8251834865374668,0.5911046683059191,0.7956085569632527,0.9987368489566603,0.007991919053765423,0.9981403601797003,0.011821852407720462,0.9786140354056108,0.07558014433373485,0.9721228093431707,0.10220503944315408,0.8341754371659797,0.562606309066739,0.7602052709512543
1,0.9987186619994837,0.006743458874430365,0.9978837979678349,0.01080178098065283,0.9776483172670417,0.07627992835522428,0.9709633031022658,0.10109885538207646,0.828819570555964,0.5718688278570088,0.7667928498454779,0.998614043520208,0.008221386800869368,0.9982105326234249,0.01188729476927077,0.9792105273196572,0.07449914528089657,0.9728070173347205,0.10116192685407505,0.8391578898095248,0.5558870439989525,0.7516567989399559
2,0.9987675926736371,0.006646922052573037,0.998036702109404,0.010208153202545912,0.9783211007759841,0.0746562491521376,0.9719724780922636,0.09837334459527917,0.830837918166356,0.5644633555813302,0.7543480234044043,0.9987543925904391,0.008201873706160481,0.9981754453558671,0.012086379036446217,0.9788070153771785,0.07446402102185969,0.9721228051603886,0.10017369027461923,0.8345964916965418,0.5588126611291316,0.7537386270991543
3,0.9988685095346667,0.005869134035907025,0.9980550515906891,0.009868144160044019,0.9781314982186764,0.07364637101644406,0.9715871597648761,0.0981230310161544,0.8297186532151808,0.5635582157595806,0.7510648974949431,0.998859655438808,0.007855922631662045,0.9982456219823737,0.011397751331586685,0.980245612169567,0.07196969636961033,0.9735964934031168,0.09763568404473756,0.83924561948107,0.5546588003635406,0.7435178568488673
4,0.9987737078914584,0.0063247753108569655,0.9980000056987144,0.010071278239289919,0.9784006099088476,0.0739614855589214,0.9721100930044775,0.09759968929334518,0.8323975520761006,0.5574619678911448,0.7454191953034941,0.9987719393613046,0.008527819241862744,0.9982982507923193,0.01141133681123488,0.9798421033641749,0.07365087204073605,0.9735263115481326,0.09961303879033055,0.8380701771953649,0.5540177079669216,0.7472207818114966
5,0.9987645336976474,0.006490517094188772,0.9980642266958861,0.0100043818788227,0.978776758417077,0.07243445644365902,0.972675841700411,0.09565000706537419,0.8330764528079135,0.5557706359694128,0.7403499972565094,0.9988947416606703,0.006877598762226275,0.9984035157320792,0.01109405702363961,0.9792631603123849,0.07145804049153077,0.9731052632917437,0.09755087937963636,0.8379999963860763,0.5488381087779999,0.7358186799183226
6,0.9987247781286911,0.006579451934920071,0.9979082621201099,0.010048655708696386,0.9785045870218073,0.07207754080038552,0.9726636087128876,0.09451841796529038,0.8328012224366541,0.5530270047326336,0.736251070411927,0.9985789572983458,0.008865285824867897,0.9981754464015626,0.01157779369570658,0.9799473662125436,0.07173208147287369,0.9737894733746847,0.09666515586146138,0.8394912282625834,0.5534445434285883,0.7422848563445242
7,0.9988073471489303,0.006019328848230268,0.9979235548127318,0.009851697486304089,0.9788715582375133,0.07203003996555958,0.9725321115703758,0.09548211080628798,0.8325810379573694,0.5551316614180165,0.7385148382332711,0.9987368520937467,0.007998670454789567,0.9982105336691204,0.012015362897695843,0.9794561402839527,0.07394835137222942,0.9726315789055406,0.10104734796965331,0.8404035066303454,0.5512274116800543,0.7462371420442012
8,0.9988104046667023,0.006225139650196515,0.9981070403294461,0.009535537483683283,0.9789204901876071,0.07153755350078282,0.9731070346423975,0.09470245137309445,0.8340886842220201,0.5487813796472112,0.730782061541846,0.9989824629666513,0.006840122034191154,0.9984912328552782,0.010696992166789673,0.9795789467661005,0.07435256572799724,0.9727368459366915,0.10158241082701766,0.8398596498004177,0.5507095769832009,0.7441816654121667
9,0.9987645331508158,0.006273659783047382,0.9980397612676708,0.009707451354611141,0.9784464817892885,0.07166583822407854,0.972544344375622,0.09439016713416175,0.8338012226860093,0.5511776008372642,0.7332147164811417,0.9988421138964201,0.007692328106490446,0.9982982497466238,0.010779326244741433,0.9794736839177316,0.07409677360402911,0.9734561391044081,0.09916986047960165,0.8400701744514599,0.5476407481912982,0.7393790337077358
10,0.9989082647390687,0.005896680379861009,0.99800000533416,0.009717895088835537,0.978816514532865,0.07151847387399149,0.9726941904525873,0.09378532708739286,0.8344678898834672,0.5470836909903664,0.7280020690110116,0.9987193042771858,0.0077094836459237785,0.9981052708207515,0.011864264044816721,0.9797719309204503,0.0712754813986912,0.97433333543309,0.09624909923264854,0.8398245635785555,0.5475797062380272,0.7346780321054291
11,0.9988746258461512,0.005894614440717931,0.9980917490950418,0.009520415954871405,0.9789755349859185,0.07041806126133017,0.9729938842470128,0.09289777990920463,0.8351284387643914,0.5452978375854842,0.724028708191093,0.9987543936361346,0.007094059591620686,0.9979649196591294,0.011614535256899615,0.9799649140291047,0.07176516636421806,0.9740000001171178,0.09822922631313927,0.8410175400867796,0.5456451062570539,0.7343480942542093
12,0.9988807410639725,0.006135891238476693,0.9980061214633673,0.009520104991746298,0.9793425067484561,0.06994536449557415,0.9733058119403477,0.09186182629077806,0.8354403655463403,0.5432747778360267,0.7207379645528414,0.9988421107593336,0.006866341408264513,0.9983508816936559,0.011797659660754889,0.9785263182824118,0.07624503264301702,0.972561402279034,0.10125857774625745,0.8390350896015502,0.5457091723617754,0.7418767820324814
13,0.9987859417903678,0.005950589538786834,0.9979908302289631,0.009618032766208451,0.9791406722972882,0.06955662999723665,0.9731162073779908,0.0922058549359304,0.8358807337758009,0.5425351876366759,0.7198662940150736,0.9987894829950834,0.007838152483408953,0.9980701814618027,0.012028701715232609,0.979157895372625,0.07381540830982358,0.9726315799512362,0.10006343782470938,0.8391403493128324,0.5479074402859336,0.741653139131111
14,0.9988562778230836,0.0061825566798902835,0.998048936555145,0.009922831619211077,0.9789541279868613,0.07065982060558205,0.9729296643435044,0.09283231922200331,0.8355993872753341,0.543349588044922,0.7229471159272967,0.9989298320653146,0.0077745556742516595,0.9983859731439959,0.011512658535809206,0.9795964935369659,0.07279402690759876,0.9736666648011458,0.09902500256634596,0.8390526332353291,0.5443371398407116,0.7354433871152108
15,0.9988562767294205,0.0059392753003602305,0.9979571940702036,0.00937890743502823,0.9787094786261928,0.07037494755392774,0.972871561298312,0.0924399468352853,0.8356911312184931,0.5428257899911396,0.7209588668397443,0.999017550234209,0.006748683072433586,0.9984561487248069,0.010656953049954353,0.9801228056874192,0.07264684101468638,0.9734561411957992,0.09990281389470686,0.8407017567701507,0.5489962785913233,0.7389515669722306
16,0.9988562778230836,0.006114413245297707,0.9980642274249949,0.009496727652508846,0.9794617716325532,0.06919740989166298,0.9734740074985982,0.0908061640980776,0.8360856261092953,0.5400706799387567,0.7156853934675911,0.9987543925904391,0.00846144874741552,0.9982982528837103,0.01234074682329185,0.9800175407476592,0.07134046196414713,0.9734561411957992,0.09691827744245529,0.8388596480352837,0.5462422412738466,0.7353031781681797
