epoch,dense_3_acc,dense_3_loss,dense_4_acc,dense_4_loss,dense_5_acc,dense_5_loss,dense_6_acc,dense_6_loss,dense_7_acc,dense_7_loss,loss,val_dense_3_acc,val_dense_3_loss,val_dense_4_acc,val_dense_4_loss,val_dense_5_acc,val_dense_5_loss,val_dense_6_acc,val_dense_6_loss,val_dense_7_acc,val_dense_7_loss,val_loss
0,0.9828885321127033,0.06998338474896015,0.9664131024140497,0.12958277809855268,0.9017094547825394,0.3497333055764547,0.8634823025728202,0.5490716400714193,0.7187152668313215,1.2483123933834432,2.3466834996153425,0.9941197517746223,0.029160242562403925,0.9861077828678543,0.06164888744549212,0.9468263428725169,0.1835428613633988,0.9227904181280536,0.28799928947837056,0.8048742522379595,0.768608900690507,1.3309601813019394
1,0.9934072814728303,0.028775298965866572,0.9850184896038879,0.05851459891372496,0.9411114606036122,0.18993703260569111,0.9185800308030053,0.29491649111914875,0.8018108818874873,0.7698657286116766,1.342009149684644,0.9951377161248716,0.024988622545448695,0.9878203563704462,0.05160770424318215,0.9487065831701199,0.1672501249049238,0.9282634740104219,0.2582109044055025,0.8178682646708574,0.6936775434338404,1.195734899379536
2,0.9940728917363706,0.025547834907299744,0.9861489686459634,0.05410419796690408,0.9443866851086725,0.1763696774970238,0.922846274878446,0.2754358597182434,0.8113660857404154,0.7201634280371779,1.2516209975916182,0.9953293332796611,0.02258519826768507,0.9889461046564365,0.04576276995180297,0.952407181619884,0.15569589206736958,0.9319999987136818,0.24233072996139526,0.8245628745612984,0.657553538055477,1.1239281312791174
3,0.99436871875107,0.024465078056462274,0.9865166393147533,0.05147131907149,0.9451663990972915,0.17024774076215377,0.9248536697973099,0.26368347540442677,0.8165134711046416,0.6940472640974837,1.2039148780446927,0.9948622666433186,0.023431945312280253,0.9884550880172296,0.048719683768015776,0.9520239473103049,0.15805071195264062,0.9330059853856435,0.24431473726105546,0.82821556783008,0.6509939406267897,1.1255110193512396
4,0.9946624327134154,0.023334087100179104,0.9868948737654306,0.04972534173704995,0.94632857581389,0.16780108038278968,0.9264426825541513,0.2596852473139259,0.8192202854710663,0.6798336568548764,1.1803794123795193,0.995496998647016,0.020368853367483074,0.9892694571774877,0.04366547006885047,0.9496526900165809,0.15372770966705449,0.9313173640274002,0.23921507445281137,0.8315928150079921,0.6325723022936347,1.089549412448963
5,0.994791328403223,0.02284150919280464,0.9871209702098804,0.04931877119263966,0.9471167436807293,0.16509626927006768,0.9274252492538911,0.2556597450841563,0.8217031165398558,0.6721539627101393,1.1650702568569073,0.995772448485483,0.02248690227582677,0.9888143682194327,0.04846210817424413,0.9528143677168978,0.1600158376741909,0.9335568836349213,0.24325696354408463,0.8320958066486313,0.6346703600919176,1.1088921698981415
6,0.994894868409388,0.022149803954886534,0.9873555178876535,0.04795559718137301,0.9476893788850062,0.1618130411982253,0.9274970932543373,0.25234879606452115,0.8219038562615965,0.6672786535627302,1.151545890600544,0.9955449031141703,0.022695131704729178,0.989497000407316,0.044162228747415995,0.9525389189491729,0.15449401833295465,0.9337724534694306,0.23664613205292626,0.8316047910801665,0.6284620787747606,1.0864595899324931
7,0.9949751639265392,0.022022308048074382,0.9874970918915855,0.047688905523235854,0.9476111956645242,0.16212032452949884,0.9282493380661434,0.25108747929728226,0.8233238255228243,0.6614999381310714,1.1444189555734412,0.995532926506625,0.021203300426644412,0.9888383198284103,0.046137249649329456,0.9536886184872267,0.1526474821197237,0.9341317347423759,0.23697229664393527,0.8323832343438429,0.6268015596681012,1.0837618910266968
8,0.9949329029739187,0.021851994742867396,0.9876386654547012,0.047332287447726794,0.9479767532809601,0.1611772218430823,0.9286233483013248,0.24957783246285942,0.8241690442603666,0.6585028215148622,1.1384421573451002,0.9953293336365752,0.021900263809878518,0.9884191569453942,0.04666807927563508,0.9502035891581438,0.15204109443340472,0.9325389207123282,0.23497314737763947,0.831209580698413,0.6280625313520432,1.0836451153555315
9,0.9950026336071419,0.021539672943027922,0.9874675092530892,0.04749533821195482,0.9481584757519221,0.160504933606048,0.9291008968108934,0.24885965275248081,0.8244458528592734,0.6560215703942318,1.1344211693485138,0.9952814305970769,0.021647733704603142,0.9889461034072373,0.04663059338759966,0.9523353246514669,0.15288214308549902,0.9338922124066039,0.23508836944660028,0.8334610772703936,0.62090129320493,1.0771501312355796
