,25,50,75,100,125,full_HVR
Phylum,0.911732946298984,0.9895268505079826,0.9966908563134979,0.9976371552975326,0.0,0.0
Order,0.8729811320754717,0.9822641509433963,0.9955239477503628,0.9965631349782293,0.0,0.0
Class,0.7163309143686503,0.9248534107402032,0.9737416545718433,0.9842148040638606,0.0,0.0
Family,0.6266240928882438,0.8897416545718433,0.9553730043541364,0.9696197387518142,0.0,0.0
Genus,0.49325979680696663,0.7412830188679246,0.8363076923076923,0.8718316400580551,0.0,0.0
